id_origin,name_muni2025,name_muni2020,name_muni2015,name_muni2010,name_muni2005,name_muni2000,name_ward2025,name_ward2020,name_ward2015,name_ward2010,name_ward2005,name_ward2000,id_ward2025,id_ward2020,id_ward2015,id_ward2010,id_ward2005,id_ward2000,id_muni2025,id_muni2020,id_muni2015,id_muni2010,id_muni2005,id_muni2000
34103,広島市,広島市,広島市,広島市,広島市,広島市,南区,南区,南区,南区,南区,南区,34103,34103,34103,34103,34103,34103,34100,34100,34100,34100,34100,34100
34104,広島市,広島市,広島市,広島市,広島市,広島市,西区,西区,西区,西区,西区,西区,34104,34104,34104,34104,34104,34104,34100,34100,34100,34100,34100,34100
34105,広島市,広島市,広島市,広島市,広島市,広島市,安佐南区,安佐南区,安佐南区,安佐南区,安佐南区,安佐南区,34105,34105,34105,34105,34105,34105,34100,34100,34100,34100,34100,34100
34106,広島市,広島市,広島市,広島市,広島市,広島市,安佐北区,安佐北区,安佐北区,安佐北区,安佐北区,安佐北区,34106,34106,34106,34106,34106,34106,34100,34100,34100,34100,34100,34100
34107,広島市,広島市,広島市,広島市,広島市,広島市,安芸区,安芸区,安芸区,安芸区,安芸区,安芸区,34107,34107,34107,34107,34107,34107,34100,34100,34100,34100,34100,34100
34108,広島市,広島市,広島市,広島市,広島市,広島市,佐伯区,佐伯区,佐伯区,佐伯区,佐伯区,佐伯区,34108,34108,34108,34108,34108,34108,34100,34100,34100,34100,34100,34100
40101,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,門司区,門司区,門司区,門司区,門司区,門司区,40101,40101,40101,40101,40101,40101,40100,40100,40100,40100,40100,40100
40103,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,若松区,若松区,若松区,若松区,若松区,若松区,40103,40103,40103,40103,40103,40103,40100,40100,40100,40100,40100,40100
40105,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,戸畑区,戸畑区,戸畑区,戸畑区,戸畑区,戸畑区,40105,40105,40105,40105,40105,40105,40100,40100,40100,40100,40100,40100
40106,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,小倉北区,小倉北区,小倉北区,小倉北区,小倉北区,小倉北区,40106,40106,40106,40106,40106,40106,40100,40100,40100,40100,40100,40100
40107,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,小倉南区,小倉南区,小倉南区,小倉南区,小倉南区,小倉南区,40107,40107,40107,40107,40107,40107,40100,40100,40100,40100,40100,40100
40108,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,八幡東区,八幡東区,八幡東区,八幡東区,八幡東区,八幡東区,40108,40108,40108,40108,40108,40108,40100,40100,40100,40100,40100,40100
40109,北九州市,北九州市,北九州市,北九州市,北九州市,北九州市,八幡西区,八幡西区,八幡西区,八幡西区,八幡西区,八幡西区,40109,40109,40109,40109,40109,40109,40100,40100,40100,40100,40100,40100
40131,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,東区,東区,東区,東区,東区,東区,40131,40131,40131,40131,40131,40131,40130,40130,40130,40130,40130,40130
40132,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,博多区,博多区,博多区,博多区,博多区,博多区,40132,40132,40132,40132,40132,40132,40130,40130,40130,40130,40130,40130
40133,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,中央区,中央区,中央区,中央区,中央区,中央区,40133,40133,40133,40133,40133,40133,40130,40130,40130,40130,40130,40130
40134,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,南区,南区,南区,南区,南区,南区,40134,40134,40134,40134,40134,40134,40130,40130,40130,40130,40130,40130
40135,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,西区,西区,西区,西区,西区,西区,40135,40135,40135,40135,40135,40135,40130,40130,40130,40130,40130,40130
40136,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,城南区,城南区,城南区,城南区,城南区,城南区,40136,40136,40136,40136,40136,40136,40130,40130,40130,40130,40130,40130
40137,福岡市,福岡市,福岡市,福岡市,福岡市,福岡市,早良区,早良区,早良区,早良区,早良区,早良区,40137,40137,40137,40137,40137,40137,40130,40130,40130,40130,40130,40130
43201,熊本市,熊本市,熊本市,熊本市,熊本市,熊本市,中央区,中央区,中央区,NA,NA,NA,43101,43101,43101,NA,NA,NA,43100,43100,43100,43201,43201,43201
43201,熊本市,熊本市,熊本市,熊本市,熊本市,熊本市,東区,東区,東区,NA,NA,NA,43102,43102,43102,NA,NA,NA,43100,43100,43100,43201,43201,43201
43201,熊本市,熊本市,熊本市,熊本市,熊本市,熊本市,西区,西区,西区,NA,NA,NA,43103,43103,43103,NA,NA,NA,43100,43100,43100,43201,43201,43201
43201,熊本市,熊本市,熊本市,熊本市,熊本市,熊本市,南区,南区,南区,NA,NA,NA,43104,43104,43104,NA,NA,NA,43100,43100,43100,43201,43201,43201
43201,熊本市,熊本市,熊本市,熊本市,熊本市,熊本市,北区,北区,北区,NA,NA,NA,43105,43105,43105,NA,NA,NA,43100,43100,43100,43201,43201,43201
